timestamp,timestamp_ns,rtt_ms,ttl,bytes
2026-06-11 05:49:06.109,1781156946109816000,229.479000,64,64
2026-06-11 05:49:07.114,1781156947114840000,,,
2026-06-11 05:49:08.125,1781156948125738000,698.151000,64,64
2026-06-11 05:49:09.130,1781156949131082000,357.346000,64,64
2026-06-11 05:49:10.136,1781156950136300000,987.195000,64,64
2026-06-11 05:49:11.136,1781156951136712000,,,
2026-06-11 05:49:12.147,1781156952147166000,965.929000,64,64
2026-06-11 05:49:13.148,1781156953148417000,914.707000,64,64
2026-06-11 05:49:14.152,1781156954152445000,78.356000,64,64
2026-06-11 05:49:15.157,1781156955157632000,84.215000,64,64
2026-06-11 05:49:16.162,1781156956162832000,191.163000,64,64
2026-06-11 05:49:17.167,1781156957167825000,35.424000,64,64
2026-06-11 05:49:18.172,1781156958173114000,83.975000,64,64
2026-06-11 05:49:19.175,1781156959175504000,78.184000,64,64
2026-06-11 05:49:20.176,1781156960176651000,616.001000,64,64
2026-06-11 05:49:21.181,1781156961181858000,159.925000,64,64
2026-06-11 05:49:22.182,1781156962182787000,459.555000,64,64
2026-06-11 05:49:23.187,1781156963188059000,,,
2026-06-11 05:49:24.202,1781156964202403000,385.946000,64,64
2026-06-11 05:49:25.205,1781156965206144000,537.854000,64,64
2026-06-11 05:49:26.211,1781156966211307000,,,
2026-06-11 05:49:27.225,1781156967225351000,109.094000,64,64
2026-06-11 05:49:28.227,1781156968227352000,242.971000,64,64
2026-06-11 05:49:29.232,1781156969232460000,,,
2026-06-11 05:49:30.242,1781156970243024000,212.578000,64,64
2026-06-11 05:49:31.248,1781156971248291000,13.998000,64,64
2026-06-11 05:49:32.252,1781156972252952000,344.877000,64,64
2026-06-11 05:49:33.257,1781156973258043000,438.549000,64,64
2026-06-11 05:49:34.260,1781156974260506000,,,
2026-06-11 05:49:35.270,1781156975271083000,,,
2026-06-11 05:49:36.284,1781156976284594000,855.163000,64,64
2026-06-11 05:49:37.289,1781156977289870000,440.753000,64,64
2026-06-11 05:49:38.294,1781156978294930000,944.726000,64,64
2026-06-11 05:49:39.299,1781156979300050000,64.147000,64,64
2026-06-11 05:49:40.304,1781156980305161000,5.719000,64,64
2026-06-11 05:49:41.310,1781156981310362000,740.432000,64,64
2026-06-11 05:49:42.315,1781156982315417000,151.627000,64,64
2026-06-11 05:49:43.321,1781156983321325000,309.746000,64,64
2026-06-11 05:49:44.326,1781156984326541000,28.089000,64,64
2026-06-11 05:49:45.331,1781156985331660000,155.743000,64,64
2026-06-11 05:49:46.336,1781156986336377000,475.472000,64,64
2026-06-11 05:49:47.341,1781156987341458000,,,
2026-06-11 05:49:48.355,1781156988355988000,871.475000,64,64
2026-06-11 05:49:49.359,1781156989360166000,443.172000,64,64
2026-06-11 05:49:50.363,1781156990363463000,106.354000,64,64
2026-06-11 05:49:51.367,1781156991367999000,,,
2026-06-11 05:49:52.381,1781156992381810000,937.549000,64,64
2026-06-11 05:49:53.386,1781156993386478000,,,
2026-06-11 05:49:54.401,1781156994401772000,,,
2026-06-11 05:49:55.413,1781156995414114000,58.538000,64,64
2026-06-11 05:49:56.419,1781156996419382000,736.274000,64,64
2026-06-11 05:49:57.424,1781156997424494000,,,
2026-06-11 05:49:58.439,1781156998439641000,395.318000,64,64
2026-06-11 05:49:59.444,1781156999444889000,272.613000,64,64
2026-06-11 05:50:00.449,1781157000450061000,,,
2026-06-11 05:50:01.464,1781157001464429000,,,
2026-06-11 05:50:02.476,1781157002476643000,,,
2026-06-11 05:50:03.490,1781157003490444000,,,
