timestamp,timestamp_ns,rtt_ms,ttl,bytes,own_ip,router_ip,ssid,bssid,rssi_dbm,noise_dbm,tx_rate_mbps,channel,phy_mode,mcs,nss
2026-06-11 11:51:29.647,1781171489647767000,4.729,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:30.648,1781171490648733000,3.758,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:31.653,1781171491653871000,9.236,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:32.654,1781171492654496000,55.018,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:33.659,1781171493659604000,97.103,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:34.664,1781171494664348000,10.685,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:35.669,1781171495669591000,5.421,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:36.670,1781171496671166000,3.569,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:37.675,1781171497676169000,6.591,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:38.679,1781171498679579000,5.108,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:39.684,1781171499684577000,31.303,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:40.687,1781171500687732000,7.438,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:41.692,1781171501692916000,3.932,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:42.697,1781171502697935000,5.931,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:43.698,1781171503698520000,4.051,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:44.703,1781171504703466000,3.291,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:45.705,1781171505705200000,3.671,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:46.706,1781171506706898000,3.564,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:47.711,1781171507711952000,10.392,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:48.716,1781171508716561000,22.077,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:49.720,1781171509721136000,30.743,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:50.725,1781171510726265000,8.433,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:51.731,1781171511731229000,10.576,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:52.735,1781171512736189000,3.229,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:53.737,1781171513737845000,3.789,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:54.742,1781171514742862000,3.885,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:55.747,1781171515748013000,24.976,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:56.748,1781171516748308000,82.739,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:57.749,1781171517750021000,8.901,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:58.754,1781171518755059000,3.866,64.0,64.0,,,,,,,,,,,
2026-06-11 11:51:59.759,1781171519760197000,9.251,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:00.764,1781171520765260000,15.604,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:01.770,1781171521770304000,,,,,,,,,,,,,,
2026-06-11 11:52:02.780,1781171522780840000,510.756,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:03.785,1781171523786044000,268.329,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:04.787,1781171524787738000,2.061,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:05.792,1781171525792892000,4.175,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:06.797,1781171526797875000,8.718,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:07.800,1781171527800285000,4.269,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:08.805,1781171528805410000,2.554,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:09.806,1781171529806383000,15.804,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:10.807,1781171530807655000,25.69,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:11.812,1781171531812729000,50.889,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:12.817,1781171532817846000,8.596,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:13.822,1781171533822909000,5.827,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:14.827,1781171534828027000,5.759,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:15.832,1781171535832929000,91.007,64.0,64.0,,,,,,,,,,,
