timestamp,timestamp_ns,rtt_ms,ttl,bytes,rssi_dbm,noise_dbm,tx_rate_mbps,channel,phy_mode,mcs,nss
2026-06-11 18:18:44.019,1781194724019849000,87.262000,64,64,-43,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:45.024,1781194725025046000,246.921000,64,64,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:46.029,1781194726030029000,13.015000,64,64,-37,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:47.034,1781194727035224000,274.112000,64,64,-36,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:48.040,1781194728040326000,56.571000,64,64,-36,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:49.045,1781194729045414000,3.283000,64,64,-38,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:50.050,1781194730050583000,,,,-36,-93,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:52.238,1781194732238686000,495.755000,64,64,-36,-93,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:53.243,1781194733244007000,,,,-35,-92,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:55.423,1781194735423066000,,,,-33,-92,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:57.605,1781194737605070000,927.973000,64,64,-35,-92,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:58.722,1781194738722286000,134.791000,64,64,-35,-92,360.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:18:59.727,1781194739727704000,,,,-34,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:01.916,1781194741916081000,,,,-37,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:04.099,1781194744099748000,,,,-34,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:06.303,1781194746303373000,1310.761000,64,64,-37,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:07.790,1781194747790270000,397.357000,64,64,-36,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:08.795,1781194748795547000,488.513000,64,64,-35,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:09.800,1781194749800642000,562.436000,64,64,-35,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:10.805,1781194750805735000,465.533000,64,64,-35,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:11.810,1781194751810832000,655.784000,64,64,-35,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:12.813,1781194752813646000,334.504000,64,64,-35,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:13.818,1781194753818864000,517.459000,64,64,-34,-92,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:14.822,1781194754822983000,669.637000,64,64,-36,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:15.827,1781194755827824000,328.745000,64,64,-40,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:16.832,1781194756833060000,658.500000,64,64,-42,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:17.837,1781194757837970000,2.763000,64,64,-40,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:18.842,1781194758843208000,445.966000,64,64,-36,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:19.848,1781194759848262000,528.633000,64,64,-38,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:20.853,1781194760853357000,1052.853000,64,64,-38,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:22.101,1781194762101957000,325.153000,64,64,-38,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
2026-06-11 18:19:23.107,1781194763107260000,350.663000,64,64,-35,-93,400.0,"5g36 (40 MHz, Active)",11ac,9,2
